app_id,app_name,count,genres
272890,Vertiginous Golf,551,"[{'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
285440,Crimzon Clover  WORLD IGNITION,549,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
4720,Condemned: Criminal Origins,549,"[{'id': '1', 'description': 'Action'}]"
269270,LOVE,548,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
356400,Thumper,547,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
307230,"I, Zombie",547,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
260210,Assassin's Creed Liberation,546,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
278910,Interplanetary,546,"[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
267600,Airport Simulator 2014,543,"[{'id': '37', 'description': 'Free to Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
12830,Operation Flashpoint: Dragon Rising,541,"[{'id': '1', 'description': 'Action'}]"
327640,CaesarIA,540,"[{'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
323580,Jotun: Valhalla Edition,539,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
317410,Color Symphony,538,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
435530,The Final Station,537,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
94000,Dinner Date,536,"[{'id': '23', 'description': 'Indie'}, {'id': '4', 'description': 'Casual'}]"
223510,Miasmata,535,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
93200,Revenge of the Titans,535,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
207320,Ys: The Oath in Felghana,534,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]"
42990,Sword of the Stars II: Enhanced Edition,534,"[{'id': '2', 'description': 'Strategy'}]"
274350,Dropsy,534,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
327510,WASTED,533,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
63200,Monday Night Combat,533,"[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
275390,Guacamelee! Super Turbo Championship Edition,532,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
212010,Galaxy on Fire 2™ Full HD,532,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
270630,Haunt the House: Terrortown,531,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
241320,Ittle Dew,531,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
6900,Hitman: Codename 47,531,"[{'id': '1', 'description': 'Action'}]"
277890,Shantae: Risky's Revenge - Director's Cut,531,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
29180,Osmos,530,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
378370,Nomad,530,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
262390,Cloudbuilt,530,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
80330,The Blackwell Legacy,530,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
237430,Expeditions: Conquistador,529,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
251290,The Legend of Heroes: Trails in the Sky SC,529,"[{'id': '3', 'description': 'RPG'}]"
8080,Kane & Lynch: Dead Men,529,"[{'id': '1', 'description': 'Action'}]"
239120,Final Fantasy III (3D Remake),527,"[{'id': '3', 'description': 'RPG'}]"
12360,FlatOut: Ultimate Carnage,527,"[{'id': '9', 'description': 'Racing'}]"
21130,LEGO® Harry Potter: Years 1-4,526,[]
390520,PewDiePie: Legend of the Brofist,525,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
239430,Q.U.B.E: Director's Cut,524,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
519140,Minds Eyes,524,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
283680,Astebreed: Definitive Edition,524,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
2620,Call of Duty,521,"[{'id': '1', 'description': 'Action'}]"
225280,Full Mojo Rampage,520,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
431240,Golf With Your Friends,520,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
98300,Toy Soldiers,519,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
252150,Grimm,519,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
230820,The Night of the Rabbit,519,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,519,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
345820,Shantae and the Pirate's Curse,519,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
234940,The 39 Steps,519,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
415270,Star Crusade CCG,518,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '2', 'description': 'Strategy'}]"
254320,Duskers,518,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
233550,Another World,518,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
245390,"I Have No Mouth, and I Must Scream",518,"[{'id': '25', 'description': 'Adventure'}]"
6200,Ghost Master,517,"[{'id': '2', 'description': 'Strategy'}]"
315660,Trainz: A New Era,517,"[{'id': '28', 'description': 'Simulation'}]"
275200,Westerado: Double Barreled,517,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
327030,Worms W.M.D,515,"[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}]"
6850,Hitman 2: Silent Assassin,515,"[{'id': '1', 'description': 'Action'}]"
3480,Peggle Deluxe,514,"[{'id': '4', 'description': 'Casual'}]"
246070,Hack 'n' Slash,514,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
448280,Job Simulator,514,"[{'id': '28', 'description': 'Simulation'}]"
58520,Blood Bowl: Legendary Edition,513,"[{'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]"
95700,The Cat and the Coup,513,"[{'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
269650,Dex,513,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
252250,Maia,513,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
21690,Resident Evil 5,513,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
510050,You Have 10 Seconds,513,"[{'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
214590,Fairy Bloom Freesia,513,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
296710,Monstrum ,512,"[{'id': '23', 'description': 'Indie'}]"
329860,Catlateral Damage,512,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
358130,Curious Expedition,511,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
292180,X-Plane 10 Global - 64 Bit,510,"[{'id': '28', 'description': 'Simulation'}]"
310510,Deathtrap,509,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
383580,Flesh Eaters,509,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]"
280520,Crea,508,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
290080,Life is Feudal: Your Own,507,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]"
380220,Hover Junkers,507,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
398850,Epistory - Typing Chronicles,507,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
102840,Shank 2,506,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
428370,Windlands,505,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
262260,Jets'n'Guns Gold,505,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
17330,Crysis Warhead,505,"[{'id': '1', 'description': 'Action'}]"
274560,Revolution Ace,505,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
61700,Might & Magic: Clash of Heroes,505,"[{'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
361300,Mother Russia Bleeds,504,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
15750,Oddworld: Stranger's Wrath HD,504,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '2', 'description': 'Strategy'}]"
385240,Ultimate Arena,503,"[{'id': '28', 'description': 'Simulation'}]"
44340,Operation Flashpoint: Red River,503,"[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}]"
263020,STARWHAL,501,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
201510,Flatout 3,500,"[{'id': '9', 'description': 'Racing'}]"
318600,The Flame in the Flood,499,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
8170,Battlestations: Pacific,499,"[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}]"
17580,Dystopia,498,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
312750,Final Fantasy IV (3D Remake),497,"[{'id': '3', 'description': 'RPG'}]"
444250,Crown and Council,496,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
300060,ADR1FT,496,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
2200,Quake III Arena,495,"[{'id': '1', 'description': 'Action'}]"
433350,BlackShot: Mercenary Warfare FPS,495,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}]"
271900,Hexcells Plus,494,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
217920,Alien Rage - Unlimited,494,"[{'id': '1', 'description': 'Action'}]"
436110,Medusa's Labyrinth,494,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
353560,Plug & Play,494,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
243450,Urban Trial Freestyle,493,"[{'id': '1', 'description': 'Action'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
37600,Windosill,493,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
330580,Shark Attack Deathmatch 2,493,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
513000,Kuboom,493,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}]"
267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,492,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
209120,Street Fighter X Tekken,492,"[{'id': '1', 'description': 'Action'}]"
265690,NaissanceE,490,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
95300,Capsized,490,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
318130,Doom & Destiny,489,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
248550,Megabyte Punch,489,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
502520,Ultimate General: Civil War,489,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
286260,fault - milestone one,487,"[{'id': '25', 'description': 'Adventure'}]"
369070,Slain: Back from Hell,486,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
305960,Dragon: The Game,486,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
320340,Cosmonautica,485,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
214170,Divine Divinity,484,"[{'id': '3', 'description': 'RPG'}]"
92100,DETOUR,484,"[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
207430,"Hack, Slash, Loot",483,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
63700,BIT.TRIP BEAT,483,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
257050,Darkout,482,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
334120,Armikrog,482,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
274250,OlliOlli,482,"[{'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
212580,The Amazing Spider-Man,482,[]
288140,Perfect Golf,481,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]"
454060,Blueprint Tycoon,481,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
445130,The Average Everyday Adventures of Samantha Browne,481,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
9350,Supreme Commander,480,"[{'id': '2', 'description': 'Strategy'}]"
315810,eden*,479,"[{'id': '25', 'description': 'Adventure'}]"
250460,Bridge Constructor,478,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
8140,Tomb Raider: Underworld,478,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
307050,Shan Gui,478,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
420740,The Deed,477,"[{'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]"
326180,Sinister City,476,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
360,Half-Life Deathmatch: Source,475,"[{'id': '1', 'description': 'Action'}]"
431960,Wallpaper Engine,475,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '51', 'description': 'Animation & Modeling'}, {'id': '53', 'description': 'Design & Illustration'}, {'id': '55', 'description': 'Photo Editing'}, {'id': '57', 'description': 'Utilities'}]"
324160,CLANNAD,474,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
318230,Convoy,474,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
274500,Brigador: Up-Armored Edition,473,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
314450,Saviors,473,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
307960,IL-2 Sturmovik: Battle of Stalingrad,473,"[{'id': '1', 'description': 'Action'}, {'id': '28', 'description': 'Simulation'}]"
227780,Serious Sam Classics: Revolution,472,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
299680,Tengami,471,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
214730,Space Rangers HD: A War Apart,468,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
223490,Blockscape,468,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
335430,Grimoire: Manastorm,468,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
2500,Shadowgrounds,467,"[{'id': '1', 'description': 'Action'}]"
339340,Resident Evil 0,466,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
212390,C9,466,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}]"
258010,Ring Runner: Flight of the Sages,466,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
215690,Zeno Clash 2,465,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
32460,Monkey Island 2: Special Edition,465,"[{'id': '25', 'description': 'Adventure'}]"
330820,2064: Read Only Memories,464,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
48110,Silent Hunter 5: Battle of the Atlantic,464,"[{'id': '28', 'description': 'Simulation'}]"
354290,LoveBeat,463,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '29', 'description': 'Massively Multiplayer'}]"
211740,Thief 2,463,"[{'id': '1', 'description': 'Action'}, {'id': '28', 'description': 'Simulation'}]"
203210,Titan Attacks,463,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
283880,Heroine's Quest: The Herald of Ragnarok,462,"[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
216910,Of Orcs And Men,462,"[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}]"
351990,Riff Racer,461,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
19980,Prince of Persia,461,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
39690,ArcaniA,460,"[{'id': '3', 'description': 'RPG'}]"
489520,Minion Masters,460,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
296300,Ballistic Overkill,459,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
384300,CPUCores :: Maximize Your FPS,459,"[{'id': '53', 'description': 'Design & Illustration'}, {'id': '57', 'description': 'Utilities'}]"
404620,The Political Machine 2016,458,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
209060,Drunken Robot Pornography,458,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
361550,Cradle,458,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
399120,Prospekt,458,"[{'id': '1', 'description': 'Action'}]"
40,Deathmatch Classic,457,"[{'id': '1', 'description': 'Action'}]"
365070,One Manga Day,456,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
9940,Blade Kitten,455,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
207420,Wizorb,454,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
38720,RUSH,454,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
220090,The Journey Down: Chapter One,454,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
301120,Eastside Hockey Manager,453,"[{'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
360640,12 Labours of Hercules II: The Cretan Bull,452,"[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
513560,Hunger Dungeon,452,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
292410,Street Racing Syndicate,452,"[{'id': '9', 'description': 'Racing'}]"
91900,Post Apocalyptic Mayhem,452,"[{'id': '1', 'description': 'Action'}, {'id': '9', 'description': 'Racing'}]"
415860,Tactical Craft Online,452,"[{'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
259570,Eden Star,452,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
209190,Stealth Bastard Deluxe,452,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
11280,Penguins Arena: Sedna's World,451,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
347560,Terra Incognita ~ Chapter One: The Descendant,450,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
57740,Jagged Alliance - Back in Action,450,"[{'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
7000,Tomb Raider: Legend,449,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
347430,Frankenstein: Master of Death,449,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
396900,GRIP: Combat Racing,448,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
99700,NightSky,448,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
92300,A.R.E.S.,448,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
354380,Assassin’s Creed® Chronicles: China,448,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
441870,OutDrive,447,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
220460,Cargo Commander,447,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
105000,A New Beginning - Final Cut,446,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
94300,The Dream Machine,445,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
282590,Star Ruler 2,444,"[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
219910,Edna & Harvey: Harvey's New Eyes,444,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
338000,Echoes+,443,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
